id_2000,id_2004,area_m2_2000,area_m2_2004,habitat_2000,habitat_2004,costdist_2000,costdist_2004,elev_2000,elev_2004,edge_2000,edge_2004,track_2000,track_2004,restoration_2000,restoration_2004,zone_2000,zone_2004,,monitoring_site_2000,monitoring_site_2004
18418,18423,46,46,blind channel,blind channel,661.6356,661.6356,4.9485192,4.9485192,0,0,0,0,,,SF Delta,SF Delta,,,
18419,18424,15,15,blind channel,blind channel,2009.651,2009.651,5.3854489,5.3854489,0,0,0,0,,,SF Delta,SF Delta,,,
18420,18425,15,15,blind channel,blind channel,824.558,824.558,4.3067002,4.3067002,0,0,0,0,,,SF Delta,SF Delta,,,
18421,18426,18,18,blind channel,blind channel,1513.92,1513.92,5.0314889,5.0314889,0,0,0,0,,,SF Delta,SF Delta,,,
18422,18427,15,15,blind channel,blind channel,2797.711,2797.711,3.7326009,3.7326009,0,0,0,0,,,SF Delta,SF Delta,,,
18423,18428,3823,3823,distributary channel,distributary channel,1425.42,1425.42,5.7132001,5.7132001,0,0,0,0,,,SF Delta,SF Delta,,,
18424,18429,8,8,blind channel,blind channel,528.3574,528.3574,4.522131,4.522131,0,0,0,0,,,SF Delta,SF Delta,,,
18425,18430,1255,1255,distributary channel,distributary channel,4599.198,4599.198,3.3678861,3.3678861,0,0,0,0,,,SF Delta,SF Delta,,,
18426,18431,26,26,blind channel,blind channel,4464.073,4464.073,3.695246,3.695246,0,0,0,0,,,SF Delta,SF Delta,,,
18427,18432,12,12,blind channel,blind channel,2782.054,2782.054,3.7550271,3.7550271,0,0,0,0,,,SF Delta,SF Delta,,,
18428,18433,162,162,blind channel,blind channel,1316.602,1316.602,5.4113431,5.4113431,0,0,0,0,,,SF Delta,SF Delta,,,
18429,18434,10,10,blind channel,blind channel,493.7153,493.7153,4.3446689,4.3446689,0,0,0,0,,,SF Delta,SF Delta,,,
18430,18435,9,9,blind channel,blind channel,2379.479,2379.479,4.0635571,4.0635571,0,0,0,0,,,SF Delta,SF Delta,,,
18431,18436,18,18,blind channel,blind channel,2773.433,2773.433,3.7550271,3.7550271,0,0,0,0,,,SF Delta,SF Delta,,,
18432,18437,357,357,distributary channel,distributary channel,568.2361,568.2361,4.522131,4.522131,1,1,0,0,,,SF Delta,SF Delta,,,
18433,18438,17,17,blind channel,blind channel,1455.357,1455.357,6.4285021,6.4285021,0,0,0,0,,,SF Delta,SF Delta,,,
18434,18439,21,21,blind channel,blind channel,2266.736,2266.736,4.6352668,4.6352668,0,0,0,0,,,SF Delta,SF Delta,,,
18435,18440,8,8,blind channel,blind channel,881.3362,881.3362,4.9085641,4.9085641,0,0,0,0,,,SF Delta,SF Delta,,,
18436,18441,15,15,blind channel,blind channel,2642.887,2642.887,5.381597,5.381597,0,0,0,0,,,SF Delta,SF Delta,,,
18437,18442,16,16,blind channel,blind channel,829.922,829.922,4.3067002,4.3067002,0,0,0,0,,,SF Delta,SF Delta,,,
18438,18443,15,15,blind channel,blind channel,2528.982,2528.982,3.359376,3.359376,0,0,0,0,,,SF Delta,SF Delta,,,
18439,18444,160,160,blind channel,blind channel,669.3929,669.3929,4.6987238,4.6987238,0,0,0,0,,,SF Delta,SF Delta,,,
18440,18445,14,14,blind channel,blind channel,488.2655,488.2655,4.3446689,4.3446689,0,0,0,0,,,SF Delta,SF Delta,,,
18441,18446,7,7,blind channel,blind channel,1469.686,1469.686,7.1120038,7.1120038,0,0,0,0,,,SF Delta,SF Delta,,,
18442,18447,19,19,blind channel,blind channel,924.3129,924.3129,5.1617141,5.1617141,0,0,0,0,,,SF Delta,SF Delta,,,
18443,18448,14,14,blind channel,blind channel,1277.219,1277.219,6.2750812,6.2750812,0,0,0,0,,,SF Delta,SF Delta,,,
18444,18449,16,16,blind channel,blind channel,1605.004,1605.004,8.0107746,8.0107746,0,0,0,0,,,SF Delta,SF Delta,,,
18445,18450,20,20,blind channel,blind channel,667.5853,667.5853,4.9485192,4.9485192,0,0,0,0,,,SF Delta,SF Delta,,,
18446,18451,58,58,blind channel,blind channel,4030.741,4030.741,4.3145599,4.3145599,0,0,0,0,,,SF Delta,SF Delta,,,
18447,18452,15,15,blind channel,blind channel,488.4727,488.4727,4.3446689,4.3446689,0,0,0,0,,,SF Delta,SF Delta,,,
18448,18453,17,17,blind channel,blind channel,2011.808,2011.808,4.2076912,4.2076912,0,0,0,0,,,SF Delta,SF Delta,,,
18449,18454,2,2,distributary channel,distributary channel,2377.857,2377.857,4.0635571,4.0635571,0,0,0,0,,,SF Delta,SF Delta,,,
18450,18455,15,15,blind channel,blind channel,1426.68,1426.68,5.876471,5.876471,0,0,0,0,,,SF Delta,SF Delta,,,
18451,18456,16,16,blind channel,blind channel,1107.101,1107.101,5.6423931,5.6423931,0,0,0,0,,,SF Delta,SF Delta,,,
18452,18457,98,98,blind channel,blind channel,4030.984,4030.984,4.3145599,4.3145599,0,0,0,0,,,SF Delta,SF Delta,,,
18453,18458,21,21,blind channel,blind channel,3610.42,3610.42,3.7326009,3.7326009,0,0,0,0,,,SF Delta,SF Delta,,,
18454,18459,15,15,blind channel,blind channel,776.5936,776.5936,4.4179568,4.4179568,0,0,0,0,,,SF Delta,SF Delta,,,
18455,18460,15,15,blind channel,blind channel,4041.02,4041.02,4.5464139,4.5464139,0,0,0,0,,,SF Delta,SF Delta,,,
18456,18461,5,5,distributary channel,distributary channel,2358.029,2358.029,5.9229088,5.9229088,0,0,0,0,,,SF Delta,SF Delta,,,
18457,18462,46,46,blind channel,blind channel,3526.771,3526.771,3.447037,3.447037,0,0,0,0,,,SF Delta,SF Delta,,,
18458,18463,16,16,blind channel,blind channel,4056.227,4056.227,4.5464139,4.5464139,0,0,0,0,,,SF Delta,SF Delta,,,
18459,18464,15,15,blind channel,blind channel,4071.434,4071.434,7.0346661,7.0346661,0,0,0,0,,,SF Delta,SF Delta,,,
18460,18465,8,8,blind channel,blind channel,4608.6,4608.6,5.9477062,5.9477062,0,0,0,0,,,SF Delta,SF Delta,,,
18461,18466,22,22,blind channel,blind channel,1263.77,1263.77,6.2146068,6.2146068,0,0,0,0,,,SF Delta,SF Delta,,,
18462,18467,15,15,blind channel,blind channel,512.8366,512.8366,4.5425291,4.5425291,0,0,0,0,,,SF Delta,SF Delta,,,
18463,18468,15,15,blind channel,blind channel,4563.564,4563.564,5.2935109,5.2935109,0,0,0,0,,,SF Delta,SF Delta,,,
18464,18469,12,12,blind channel,blind channel,2016.344,2016.344,4.2076912,4.2076912,0,0,0,0,,,SF Delta,SF Delta,,,
18465,18470,63,63,blind channel,blind channel,3407.803,3407.803,4.0739551,4.0739551,0,0,0,0,,,SF Delta,SF Delta,,,
18466,18471,60,60,blind channel,blind channel,651.4077,651.4077,4.9485192,4.9485192,0,0,0,0,,,SF Delta,SF Delta,,,
18467,18472,15,15,blind channel,blind channel,4086.555,4086.555,5.936903,5.936903,0,0,0,0,,,SF Delta,SF Delta,,,
18468,18473,14,14,blind channel,blind channel,4101.555,4101.555,5.936903,5.936903,0,0,0,0,,,SF Delta,SF Delta,,,
18469,18474,1,1,blind channel,blind channel,491.5082,491.5082,4.3446689,4.3446689,0,0,0,0,,,SF Delta,SF Delta,,,
18470,18475,206,206,blind channel,blind channel,1282.22,1282.22,5.912087,5.912087,0,0,0,0,,,SF Delta,SF Delta,,,
18471,18476,411,411,distributary channel,distributary channel,547.1295,547.1295,4.522131,4.522131,1,1,0,0,,,SF Delta,SF Delta,,,
18472,18477,15,15,blind channel,blind channel,4116.262,4116.262,5.9346371,5.9346371,0,0,0,0,,,SF Delta,SF Delta,,,
18473,18478,16,16,blind channel,blind channel,4578.564,4578.564,5.2935109,5.2935109,0,0,0,0,,,SF Delta,SF Delta,,,
18474,18479,15,15,blind channel,blind channel,4593.479,4593.479,5.2935109,5.2935109,0,0,0,0,,,SF Delta,SF Delta,,,
18475,18480,16,16,blind channel,blind channel,2758.326,2758.326,4.343936,4.343936,0,0,0,0,,,SF Delta,SF Delta,,,
18476,18481,8,8,blind channel,blind channel,4131.469,4131.469,5.9346371,5.9346371,0,0,0,0,,,SF Delta,SF Delta,,,
18477,18482,17,17,blind channel,blind channel,4518.443,4518.443,3.695246,3.695246,0,0,0,0,,,SF Delta,SF Delta,,,
18478,18483,16,16,blind channel,blind channel,4533.443,4533.443,5.0648599,5.0648599,0,0,0,0,,,SF Delta,SF Delta,,,
18479,18484,14,14,blind channel,blind channel,2024.672,2024.672,4.5453739,4.5453739,0,0,0,0,,,SF Delta,SF Delta,,,
18480,18485,784,784,distributary channel,distributary channel,582.7153,582.7153,5.23242,5.23242,0,0,0,0,,,SF Delta,SF Delta,,,
18481,18486,15,15,blind channel,blind channel,4548.236,4548.236,5.0862389,5.0862389,0,0,0,0,,,SF Delta,SF Delta,,,
18482,18487,25,25,blind channel,blind channel,2702.835,2702.835,3.815026,3.815026,0,0,0,0,,,SF Delta,SF Delta,,,
18483,18488,75,75,blind channel,blind channel,653.7864,653.7864,5.0398259,5.0398259,0,0,0,0,,,SF Delta,SF Delta,,,
18484,18489,15,15,blind channel,blind channel,1528.769,1528.769,5.0314889,5.0314889,0,0,0,0,,,SF Delta,SF Delta,,,
18485,18490,15,15,blind channel,blind channel,2543.71,2543.71,3.359376,3.359376,0,0,0,0,,,SF Delta,SF Delta,,,
18486,18491,19,19,blind channel,blind channel,1590.968,1590.968,8.0107746,8.0107746,0,0,0,0,,,SF Delta,SF Delta,,,
18487,18492,15,15,blind channel,blind channel,2039.587,2039.587,4.5453739,4.5453739,0,0,0,0,,,SF Delta,SF Delta,,,
18488,18493,9,9,distributary channel,distributary channel,2257.165,2257.165,4.6352668,4.6352668,0,0,0,0,,,SF Delta,SF Delta,,,
18489,18494,35,35,blind channel,blind channel,4477.059,4477.059,3.695246,3.695246,0,0,0,0,,,SF Delta,SF Delta,,,
18490,18495,96,96,blind channel,blind channel,905.3068,905.3068,5.4121838,5.4121838,0,0,0,0,,,SF Delta,SF Delta,,,
18491,18496,14,14,blind channel,blind channel,1095.115,1095.115,5.6423931,5.6423931,0,0,0,0,,,SF Delta,SF Delta,,,
18492,18497,2551,2551,distributary channel,distributary channel,2067.694,2067.694,4.6708751,4.6708751,1,1,0,0,,,SF Delta,SF Delta,,,
18493,18498,105,105,blind channel,blind channel,650.2509,650.2509,4.9485192,4.9485192,0,0,0,0,,,SF Delta,SF Delta,,,
18494,18499,8,8,blind channel,blind channel,844.2001,844.2001,4.3067002,4.3067002,0,0,0,0,,,SF Delta,SF Delta,,,
18495,18500,1783,1783,distributary channel,distributary channel,2207.836,2207.836,4.7326722,4.7326722,1,1,0,0,,,SF Delta,SF Delta,,,
18496,18501,13,13,blind channel,blind channel,839.4722,839.4722,4.3067002,4.3067002,0,0,0,0,,,SF Delta,SF Delta,,,
18497,18502,1528,1528,distributary channel,distributary channel,2302.836,2302.836,4.2538872,4.2538872,1,1,0,0,,,SF Delta,SF Delta,,,
18498,18503,14,14,blind channel,blind channel,938.2981,938.2981,5.1617141,5.1617141,0,0,0,0,,,SF Delta,SF Delta,,,
18499,18504,15,15,blind channel,blind channel,910.1707,910.1707,5.4474821,5.4474821,0,0,0,0,,,SF Delta,SF Delta,,,
18500,18505,24,24,blind channel,blind channel,4503.665,4503.665,3.695246,3.695246,0,0,0,0,,,SF Delta,SF Delta,,,
18501,18506,181,181,blind channel,blind channel,1329.653,1329.653,5.4113431,5.4113431,0,0,0,0,,,SF Delta,SF Delta,,,
18502,18507,45,45,blind channel,blind channel,3511.751,3511.751,3.4851611,3.4851611,0,0,0,0,,,SF Delta,SF Delta,,,
18503,18508,33088,33088,nearshore,nearshore,0,0,3.421221,3.421221,0,0,0,0,,,SF Delta,SF Delta,,,
18504,18509,8,8,blind channel,blind channel,1114.429,1114.429,6.056366,6.056366,0,0,0,0,,,SF Delta,SF Delta,,,
18505,18510,2484,2484,distributary channel,distributary channel,2151.422,2151.422,5.1109691,5.1109691,1,1,0,0,,,SF Delta,SF Delta,,,
18506,18511,97,97,blind channel,blind channel,4017.706,4017.706,4.5464139,4.5464139,0,0,0,0,,,SF Delta,SF Delta,,,
18507,18512,7,7,blind channel,blind channel,2658.336,2658.336,5.381597,5.381597,0,0,0,0,,,SF Delta,SF Delta,,,
18508,18513,980,980,distributary channel,distributary channel,1751.398,1751.398,5.1853542,5.1853542,0,0,0,0,,,SF Delta,SF Delta,,,
18509,18514,8,8,blind channel,blind channel,952.8692,952.8692,5.8909831,5.8909831,0,0,0,0,,,SF Delta,SF Delta,,,
18510,18515,8,8,blind channel,blind channel,1294.569,1294.569,6.2750812,6.2750812,0,0,0,0,,,SF Delta,SF Delta,,,
18511,18516,151,151,low tide terrace,low tide terrace,485.3158,485.3158,4.3446689,4.3446689,0,0,0,0,,,SF Delta,SF Delta,,,
18512,18517,12,12,blind channel,blind channel,683.399,683.399,4.6994419,4.6994419,0,0,0,0,,,SF Delta,SF Delta,,,
18513,18518,317,317,distributary channel,distributary channel,596.9016,596.9016,5.0157719,5.0157719,1,1,0,0,,,SF Delta,SF Delta,,,
18514,18519,15,15,blind channel,blind channel,1411.316,1411.316,7.2483211,7.2483211,0,0,0,0,,,SF Delta,SF Delta,,,
18515,18520,16,16,blind channel,blind channel,2688.143,2688.143,3.815026,3.815026,0,0,0,0,,,SF Delta,SF Delta,,,
18516,18521,233,233,distributary channel,distributary channel,523.9874,523.9874,4.522131,4.522131,1,1,0,0,,,SF Delta,SF Delta,,,
18517,18522,8,8,blind channel,distributary channel,498.2803,498.2803,4.5425291,4.5425291,0,0,0,0,,,SF Delta,SF Delta,,,
18518,18523,18,18,blind channel,blind channel,3625.834,3625.834,3.7326009,3.7326009,0,0,0,0,,,SF Delta,SF Delta,,,
18519,18524,10,10,blind channel,blind channel,1277.255,1277.255,6.2750812,6.2750812,0,0,0,0,,,SF Delta,SF Delta,,,
18520,18525,22,22,blind channel,blind channel,1385.245,1385.245,6.6609459,6.6609459,0,0,0,0,,,SF Delta,SF Delta,,,
18521,18526,7,7,blind channel,blind channel,1583.089,1583.089,6.0017738,6.0017738,0,0,0,0,,,SF Delta,SF Delta,,,
18522,18527,15,15,blind channel,blind channel,790.8362,790.8362,4.4689169,4.4689169,0,0,0,0,,,SF Delta,SF Delta,,,
18523,18528,1,1,distributary channel,distributary channel,497.3661,497.3661,4.5425291,4.5425291,0,0,0,0,,,SF Delta,SF Delta,,,
18524,18529,203,203,blind channel,blind channel,1298.034,1298.034,5.912087,5.912087,0,0,0,0,,,SF Delta,SF Delta,,,
18525,18530,16,16,blind channel,blind channel,2032.536,2032.536,3.560955,3.560955,0,0,0,0,,,SF Delta,SF Delta,,,
18526,18531,16,16,blind channel,blind channel,1543.704,1543.704,5.5565319,5.5565319,0,0,0,0,,,SF Delta,SF Delta,,,
18527,18532,95,95,blind channel,blind channel,3423.375,3423.375,4.0739551,4.0739551,0,0,0,0,,,SF Delta,SF Delta,,,
18528,18533,12,12,blind channel,blind channel,1568.018,1568.018,5.803412,5.803412,0,0,0,0,,,SF Delta,SF Delta,,,
18529,18534,10,10,blind channel,blind channel,1280.498,1280.498,6.2750812,6.2750812,0,0,0,0,,,SF Delta,SF Delta,,,
18530,18535,9,9,blind channel,blind channel,1279.341,1279.341,6.2750812,6.2750812,0,0,0,0,,,SF Delta,SF Delta,,,
18531,18536,22,22,blind channel,blind channel,1400.452,1400.452,5.4946251,5.4946251,0,0,0,0,,,SF Delta,SF Delta,,,
18532,18537,12,12,blind channel,blind channel,1576.069,1576.069,7.2483211,7.2483211,0,0,0,0,,,SF Delta,SF Delta,,,
18533,18538,17,17,blind channel,blind channel,2742.634,2742.634,5.9350529,5.9350529,0,0,0,0,,,SF Delta,SF Delta,,,
18534,18539,13,13,blind channel,blind channel,1101.979,1101.979,5.864614,5.864614,0,0,0,0,,,SF Delta,SF Delta,,,
18535,18540,264,264,blind channel,blind channel,635.6945,635.6945,4.6994419,4.6994419,0,0,0,0,,,SF Delta,SF Delta,,,
18536,18541,16,16,blind channel,blind channel,2713.663,2713.663,3.815026,3.815026,0,0,0,0,,,SF Delta,SF Delta,,,
18537,18542,1568,1568,distributary channel,distributary channel,2438.529,2438.529,4.1460428,4.1460428,1,1,0,0,,,SF Delta,SF Delta,,,
18538,18543,113,113,distributary channel,distributary channel,477.6234,477.6234,4.5425291,4.5425291,1,1,0,0,,,SF Delta,SF Delta,,,
18539,18544,16,16,blind channel,blind channel,1369.588,1369.588,5.6376071,5.6376071,0,0,0,0,,,SF Delta,SF Delta,,,
18540,18545,17,17,blind channel,blind channel,1558.775,1558.775,5.5565319,5.5565319,0,0,0,0,,,SF Delta,SF Delta,,,
18541,18546,8,8,blind channel,blind channel,2054.072,2054.072,4.5453739,4.5453739,0,0,0,0,,,SF Delta,SF Delta,,,
18542,18547,19,19,blind channel,blind channel,4494.008,4494.008,3.695246,3.695246,0,0,0,0,,,SF Delta,SF Delta,,,
18543,18548,29,29,blind channel,blind channel,4490.594,4490.594,3.695246,3.695246,0,0,0,0,,,SF Delta,SF Delta,,,
18544,18549,15,15,blind channel,blind channel,2558.902,2558.902,3.9230011,3.9230011,0,0,0,0,,,SF Delta,SF Delta,,,
18545,18550,136,136,blind channel,blind channel,4016.549,4016.549,4.5464139,4.5464139,0,0,0,0,,,SF Delta,SF Delta,,,
18546,18551,7,7,blind channel,blind channel,1111.308,1111.308,5.1491919,5.1491919,0,0,0,0,,,SF Delta,SF Delta,,,
18547,18552,17,17,blind channel,blind channel,1080.666,1080.666,5.6423931,5.6423931,0,0,0,0,,,SF Delta,SF Delta,,,
18548,18553,97,97,blind channel,blind channel,917.7712,917.7712,5.2243142,5.2243142,0,0,0,0,,,SF Delta,SF Delta,,,
18549,18554,39,39,blind channel,blind channel,3496.609,3496.609,4.0816379,4.0816379,0,0,0,0,,,SF Delta,SF Delta,,,
18550,18555,23,23,blind channel,blind channel,1414.987,1414.987,5.4946251,5.4946251,0,0,0,0,,,SF Delta,SF Delta,,,
18551,18556,14,14,blind channel,blind channel,2583.423,2583.423,5.381597,5.381597,0,0,0,0,,,SF Delta,SF Delta,,,
18552,18557,30,30,blind channel,blind channel,3466.623,3466.623,4.18016,4.18016,0,0,0,0,,,SF Delta,SF Delta,,,
18553,18558,40,40,distributary channel,distributary channel,462.6234,462.6234,4.5621991,4.5621991,0,0,0,0,,,SF Delta,SF Delta,,,
18554,18559,52,52,blind channel,blind channel,3481.659,3481.659,4.0816379,4.0816379,0,0,0,0,,,SF Delta,SF Delta,,,
18555,18560,138,138,blind channel,blind channel,1344.638,1344.638,5.4605918,5.4605918,0,0,0,0,,,SF Delta,SF Delta,,,
18556,18561,8,8,blind channel,blind channel,1293.119,1293.119,6.2750812,6.2750812,0,0,0,0,,,SF Delta,SF Delta,,,
18557,18562,15,15,distributary channel,distributary channel,2407.686,2407.686,4.3806281,4.3806281,0,0,0,0,,,SF Delta,SF Delta,,,
18558,18563,13,13,blind channel,blind channel,1568.826,1568.826,7.2483211,7.2483211,0,0,0,0,,,SF Delta,SF Delta,,,
18559,18564,93,93,distributary channel,distributary channel,612.4518,612.4518,4.6994419,4.6994419,0,0,0,0,,,SF Delta,SF Delta,,,
18560,18565,8790,8790,distributary channel,distributary channel,1462.139,1462.139,5.6970482,5.6970482,0,0,0,0,,,SF Delta,SF Delta,,,
18561,18566,10,10,blind channel,blind channel,1571.947,1571.947,7.2483211,7.2483211,0,0,0,0,,,SF Delta,SF Delta,,,
18562,18567,8,8,blind channel,blind channel,1586.776,1586.776,8.0107746,8.0107746,0,0,0,0,,,SF Delta,SF Delta,,,
18563,18568,16,16,blind channel,blind channel,2573.266,2573.266,3.9230011,3.9230011,0,0,0,0,,,SF Delta,SF Delta,,,
18564,18569,398,398,distributary channel,distributary channel,600.866,600.866,4.6994419,4.6994419,1,1,0,0,,,SF Delta,SF Delta,,,
18565,18570,13,13,blind channel,blind channel,1094.237,1094.237,5.1491919,5.1491919,0,0,0,0,,,SF Delta,SF Delta,,,
18566,18571,216,216,blind channel,blind channel,1311.504,1311.504,6.2915912,6.2915912,0,0,0,0,,,SF Delta,SF Delta,,,
18567,18572,94,94,blind channel,blind channel,4017.306,4017.306,4.5464139,4.5464139,0,0,0,0,,,SF Delta,SF Delta,,,
18568,18573,16,16,blind channel,blind channel,2728.356,2728.356,5.104269,5.104269,0,0,0,0,,,SF Delta,SF Delta,,,
18569,18574,9,9,blind channel,blind channel,1096.53,1096.53,5.1491919,5.1491919,0,0,0,0,,,SF Delta,SF Delta,,,
18570,18575,8,8,blind channel,blind channel,1011.54,1011.54,4.7618408,4.7618408,0,0,0,0,,,SF Delta,SF Delta,,,
18571,18576,112,112,blind channel,blind channel,1350.002,1350.002,5.4605918,5.4605918,0,0,0,0,,,SF Delta,SF Delta,,,
18572,18577,19,19,blind channel,blind channel,4500.908,4500.908,3.944617,3.944617,0,0,0,0,,,SF Delta,SF Delta,,,
18573,18578,20,20,blind channel,blind channel,1353.981,1353.981,5.4605918,5.4605918,0,0,0,0,,,SF Delta,SF Delta,,,
18574,18579,15,15,blind channel,blind channel,1395.416,1395.416,6.9739461,6.9739461,0,0,0,0,,,SF Delta,SF Delta,,,
18575,18580,15,15,blind channel,blind channel,1079.615,1079.615,5.6423931,5.6423931,0,0,0,0,,,SF Delta,SF Delta,,,
18576,18581,662,662,distributary channel,distributary channel,2385.843,2385.843,5.0768561,5.0768561,1,1,0,0,,,SF Delta,SF Delta,,,
18577,18582,991,991,distributary channel,distributary channel,4620.1,4620.1,5.273315,5.273315,0,0,0,0,,,SF Delta,SF Delta,,,
18578,18583,7,7,blind channel,blind channel,1148.743,1148.743,6.0136762,6.0136762,0,0,0,0,,,SF Delta,SF Delta,,,
18579,18584,370,370,distributary channel,distributary channel,490.4016,490.4016,4.4154921,4.4154921,0,0,0,0,,,SF Delta,SF Delta,,,
18580,18585,16,16,blind channel,blind channel,2285.06,2285.06,3.4824181,3.4824181,0,0,0,0,,,SF Delta,SF Delta,,,
18581,18586,20,20,blind channel,blind channel,2672.607,2672.607,4.5547938,4.5547938,0,0,0,0,,,SF Delta,SF Delta,,,
18582,18587,16,16,blind channel,blind channel,3641.733,3641.733,4.6680989,4.6680989,0,0,0,0,,,SF Delta,SF Delta,,,
18583,18588,118,118,blind channel,blind channel,4005.049,4005.049,4.5464139,4.5464139,0,0,1,1,,,SF Delta,SF Delta,,,
18584,18589,198,198,blind channel,blind channel,1323.439,1323.439,6.4143448,6.4143448,0,0,0,0,,,SF Delta,SF Delta,,,
18585,18590,15,15,blind channel,blind channel,997.1402,997.1402,4.7618408,4.7618408,0,0,0,0,,,SF Delta,SF Delta,,,
18586,18591,17,17,blind channel,blind channel,4502.337,4502.337,3.944617,3.944617,0,0,0,0,,,SF Delta,SF Delta,,,
18587,18592,35,35,blind channel,blind channel,3451.31,3451.31,4.0739551,4.0739551,0,0,0,0,,,SF Delta,SF Delta,,,
18588,18593,6,6,blind channel,blind channel,1569.553,1569.553,5.803412,5.803412,0,0,0,0,,,SF Delta,SF Delta,,,
18589,18594,8,8,blind channel,blind channel,2047.107,2047.107,3.560955,3.560955,0,0,0,0,,,SF Delta,SF Delta,,,
18590,18595,7,7,blind channel,blind channel,806.5788,806.5788,4.4689169,4.4689169,0,0,0,0,,,SF Delta,SF Delta,,,
18591,18596,244,244,blind channel,blind channel,626.9371,626.9371,4.6994419,4.6994419,0,0,0,0,,,SF Delta,SF Delta,,,
18592,18597,434,434,distributary channel,distributary channel,523.4371,523.4371,4.4972229,4.4972229,1,1,0,0,,,SF Delta,SF Delta,,,
18593,18598,453,453,distributary channel,distributary channel,1791.567,1791.567,5.0621672,5.0621672,0,0,0,0,,,SF Delta,SF Delta,,,
18594,18599,377,377,distributary channel,distributary channel,510.1442,510.1442,4.4154921,4.4154921,0,0,0,0,,,SF Delta,SF Delta,,,
18595,18600,11,11,blind channel,blind channel,2578.595,2578.595,4.1881251,4.1881251,0,0,0,0,,,SF Delta,SF Delta,,,
18596,18601,15,15,blind channel,blind channel,2597.373,2597.373,5.6904511,5.6904511,0,0,0,0,,,SF Delta,SF Delta,,,
18597,18602,8,8,blind channel,blind channel,1066.802,1066.802,5.6423931,5.6423931,0,0,0,0,,,SF Delta,SF Delta,,,
18598,18603,1087,1087,distributary channel,distributary channel,2368.706,2368.706,5.25424,5.25424,1,1,0,0,,,SF Delta,SF Delta,,,
18599,18604,63,63,distributary channel,distributary channel,4003.099,4003.099,4.5464139,4.5464139,0,0,1,1,,,SF Delta,SF Delta,,,
18600,18605,7,7,blind channel,blind channel,4543.292,4543.292,4.1242962,4.1242962,0,0,0,0,,,SF Delta,SF Delta,,,
18601,18606,80,80,blind channel,blind channel,3439.41,3439.41,4.0739551,4.0739551,0,0,0,0,,,SF Delta,SF Delta,,,
18602,18607,26,26,blind channel,blind channel,3446.896,3446.896,4.0739551,4.0739551,0,0,0,0,,,SF Delta,SF Delta,,,
18603,18608,96,96,blind channel,blind channel,1362.094,1362.094,5.5481672,5.5481672,0,0,0,0,,,SF Delta,SF Delta,,,
18604,18609,202,202,blind channel,blind channel,1339.303,1339.303,6.4143448,6.4143448,0,0,0,0,,,SF Delta,SF Delta,,,
18605,18610,16,16,blind channel,blind channel,1207.228,1207.228,5.06006,5.06006,0,0,0,0,,,SF Delta,SF Delta,,,
18606,18611,71,71,blind channel,blind channel,932.428,932.428,5.7335072,5.7335072,0,0,0,0,,,SF Delta,SF Delta,,,
18607,18612,8,8,blind channel,blind channel,1065.009,1065.009,5.6423931,5.6423931,0,0,0,0,,,SF Delta,SF Delta,,,
18608,18613,4,4,blind channel,blind channel,1064.302,1064.302,5.6423931,5.6423931,0,0,0,0,,,SF Delta,SF Delta,,,
18609,18614,66,66,blind channel,blind channel,1363.801,1363.801,5.5481672,5.5481672,0,0,0,0,,,SF Delta,SF Delta,,,
18610,18615,164,164,blind channel,blind channel,1376.715,1376.715,5.0601578,5.0601578,0,0,0,0,,,SF Delta,SF Delta,,,
18611,18616,24,24,blind channel,blind channel,1430.387,1430.387,5.4946251,5.4946251,0,0,0,0,,,SF Delta,SF Delta,,,
18612,18617,158,158,distributary channel,distributary channel,472.8011,472.8011,4.5621991,4.5621991,0,0,0,0,,,SF Delta,SF Delta,,,
18613,18618,14,14,blind channel,blind channel,1134.843,1134.843,5.620564,5.620564,0,0,0,0,,,SF Delta,SF Delta,,,
18614,18619,90,90,distributary channel,distributary channel,624.8011,624.8011,4.6994419,4.6994419,0,0,0,0,,,SF Delta,SF Delta,,,
18615,18620,324,324,distributary channel,distributary channel,617.3011,617.3011,4.6994419,4.6994419,0,0,0,0,,,SF Delta,SF Delta,,,
18616,18621,7,7,blind channel,blind channel,2669.264,2669.264,4.5547938,4.5547938,0,0,0,0,,,SF Delta,SF Delta,,,
18617,18622,21,21,blind channel,blind channel,1554.669,1554.669,7.2483211,7.2483211,0,0,0,0,,,SF Delta,SF Delta,,,
18618,18623,15,15,blind channel,blind channel,1105.701,1105.701,5.1491919,5.1491919,0,0,0,0,,,SF Delta,SF Delta,,,
18619,18624,20,20,blind channel,blind channel,2420.343,2420.343,4.9807301,4.9807301,0,0,0,0,,,SF Delta,SF Delta,,,
18620,18625,17,17,blind channel,blind channel,2297.667,2297.667,4.3382592,4.3382592,0,0,0,0,,,SF Delta,SF Delta,,,
18621,18626,22,22,blind channel,blind channel,1380.981,1380.981,6.8535161,6.8535161,0,0,0,0,,,SF Delta,SF Delta,,,
18622,18627,65,65,blind channel,blind channel,938.4133,938.4133,5.6509528,5.6509528,0,0,0,0,,,SF Delta,SF Delta,,,
18623,18628,8,8,blind channel,blind channel,2612.272,2612.272,4.584897,4.584897,0,0,0,0,,,SF Delta,SF Delta,,,
18624,18629,102,102,blind channel,blind channel,4029.984,4029.984,4.5464139,4.5464139,0,0,0,0,,,SF Delta,SF Delta,,,
