id,cnt,chk,ein,eout,area_m2,habitat,path_med,path_min,path_max,elev_m,edge,track,restoration,zone,GagueDist,monitoring_site,TideGateImpact,StartPoint
21247,,,,,179,blind channel,1973.227,,,6.197844028,0,0,Wiley Slough,Central Fir Is,20112.08203125,,,
21248,,,,,35,blind channel,1876.434,,,5.388144016,0,0,Wiley Slough,Central Fir Is,20016.08203125,,,
21249,,,,,155,blind channel,2273.276,,,3.733595848,0,0,Wiley Slough,SF Delta,20584.80859375,,,
21250,,,,,157,blind channel,1988.349,,,3.981590271,0,0,Wiley Slough,Central Fir Is,20127.49609375,,,
21251,,,,,11,blind channel,1804.653,,,4.434290409,0,0,Wiley Slough,Central Fir Is,19944.71484375,,,
21252,,,,,156,blind channel,2003.97,,,6.298657894,0,0,Wiley Slough,Central Fir Is,20142.912109375,,,
21253,,,,,75,blind channel,2263.461,,,4.162264347,0,0,Wiley Slough,SF Delta,20596.76953125,,,
21254,,,,,14,blind channel,1669.593,,,4.162264347,0,0,,Central Fir Is,19809.376953125,,,
21255,,,,,36,blind channel,2335.419,,,5.755323887,0,0,Wiley Slough,SF Delta,20647.74609375,,,
21256,,,,,107,blind channel,2237.725,,,3.177563906,0,0,Wiley Slough,SF Delta,20549.880859375,,,
21257,,,,,137,blind channel,1751.764,,,4.482320786,0,0,Wiley Slough,Central Fir Is,19891.548828125,,,
21258,,,,,151,blind channel,2020.005,,,5.076543331,0,0,Wiley Slough,Central Fir Is,20159.154296875,,,
21259,,,,,131,blind channel,2268.74,,,4.434290409,0,0,Wiley Slough,SF Delta,20603.255859375,,,
21260,,,,,175,blind channel,1857.227,,,3.177563906,0,0,Wiley Slough,Central Fir Is,19996.66796875,,,
21261,,,,,47,blind channel,1892.627,,,5.297346115,0,0,Wiley Slough,Central Fir Is,20031.568359375,,,
21262,,,,,14,blind channel,1666.678,,,4.434290409,0,0,,Central Fir Is,19805.962890625,,,
21263,,,,,151,blind channel,2287.246,,,4.236855507,0,0,Wiley Slough,SF Delta,20599.779296875,,,
21264,,,,,143,blind channel,2035.869,,,4.434290409,0,0,Wiley Slough,Central Fir Is,20175.224609375,,,
21265,,,,,65,blind channel,1738.273,,,6.170309544,0,0,Wiley Slough,Central Fir Is,19878.263671875,,,
21266,,,,,52,blind channel,1908.577,,,4.428811073,0,0,Wiley Slough,Central Fir Is,20047.224609375,,,
21267,,,,,107,blind channel,1866.677,,,6.197844028,0,0,Wiley Slough,Central Fir Is,20006.740234375,,,
21268,,,,,143,blind channel,2052.44,,,4.194923401,0,0,Wiley Slough,Central Fir Is,20190.880859375,,,
21269,,,,,28,blind channel,2351.061,,,5.297346115,0,0,Wiley Slough,SF Delta,20662.888671875,,,
21270,,,,,138,blind channel,1736.708,,,3.989864826,0,0,Wiley Slough,Central Fir Is,19876.9921875,,,
21271,,,,,117,blind channel,2240.604,,,4.352845192,0,0,Wiley Slough,SF Delta,20553.052734375,,,
21272,,,,,78,blind channel,2276.547,,,3.069345951,0,0,Wiley Slough,SF Delta,20609.94140625,,,
21273,,,,,139,blind channel,2068.304,,,5.536747932,0,0,Wiley Slough,Central Fir Is,20206.953125,,,
21274,,,,,64,blind channel,1924.011,,,5.662163734,0,0,Wiley Slough,Central Fir Is,20062.953125,,,
21275,,,,,8,blind channel,1681.285,,,4.281511307,0,0,,Central Fir Is,19820.86328125,,,
21276,,,,,89,blind channel,2285.225,,,4.986392498,0,0,Wiley Slough,SF Delta,20619.326171875,,,
21277,,,,,107,blind channel,1880.733,,,4.190443039,0,0,Wiley Slough,Central Fir Is,20020.880859375,,,
21278,,,,,111,blind channel,2302.074,,,3.169291258,0,0,Wiley Slough,SF Delta,20614.609375,,,
21279,,,,,148,blind channel,2084.79,,,3.177563906,0,0,Wiley Slough,Central Fir Is,20223.4375,,,
21280,,,,,73,blind channel,1723.273,,,4.190443039,0,0,Wiley Slough,Central Fir Is,19862.849609375,,,
21281,,,,,95,blind channel,1940.204,,,4.549362659,0,0,Wiley Slough,Central Fir Is,20078.8515625,,,
21282,,,,,28,blind channel,2365.996,,,6.01982975,0,0,Wiley Slough,SF Delta,20678.029296875,,,
21283,,,,,62,blind channel,2251.69,,,3.177563906,0,0,Wiley Slough,SF Delta,20564.052734375,,,
21284,,,,,107,blind channel,1718.53,,,4.371389866,0,0,Wiley Slough,Central Fir Is,19858.607421875,,,
21285,,,,,40,blind channel,1723.98,,,4.434290409,0,0,Wiley Slough,Central Fir Is,19863.849609375,,,
21286,,,,,69,blind channel,2292.532,,,3.733595848,0,0,Wiley Slough,SF Delta,20626.427734375,,,
21287,,,,,120,blind channel,2100.982,,,4.521903038,0,0,Wiley Slough,Central Fir Is,20239.923828125,,,
21288,,,,,59,blind channel,1955.689,,,3.169291258,0,0,Wiley Slough,Central Fir Is,20094.337890625,,,
21289,,,,,164,blind channel,1894.583,,,5.641274452,0,0,Wiley Slough,Central Fir Is,20034.4375,,,
21290,,,,,119,blind channel,2301.503,,,3.986852884,0,0,Wiley Slough,SF Delta,20635.8125,,,
21291,,,,,114,blind channel,2108.225,,,4.923494339,0,0,Wiley Slough,Central Fir Is,20247.166015625,,,
21292,,,,,19,blind channel,2094.438,,,3.733595848,0,0,Wiley Slough,Central Fir Is,20233.37890625,,,
21293,,,,,21,blind channel,2033.902,,,4.162264347,0,0,Wiley Slough,Central Fir Is,20172.55078125,,,
21294,,,,,15,blind channel,2048.902,,,4.505843163,0,0,Wiley Slough,Central Fir Is,20187.55078125,,,
21295,,,,,173,blind channel,2317.731,,,4.352845192,0,0,Wiley Slough,SF Delta,20628.8515625,,,
21296,,,,,32,blind channel,2381.638,,,4.210027695,0,0,Wiley Slough,SF Delta,20693.171875,,,
21297,,,,,21,blind channel,2064.317,,,4.466450691,0,0,Wiley Slough,Central Fir Is,20202.96484375,,,
21298,,,,,16,blind channel,2079.524,,,4.415644646,0,0,Wiley Slough,Central Fir Is,20218.37890625,,,
21299,,,,,175,blind channel,1703.388,,,3.733595848,0,0,Wiley Slough,Central Fir Is,19842.46484375,,,
21300,,,,,54,blind channel,1970.503,,,5.263112545,0,0,Wiley Slough,Central Fir Is,20109.650390625,,,
21301,,,,,47,blind channel,2021.66,,,3.177563906,0,0,Wiley Slough,Central Fir Is,20160.30859375,,,
21302,,,,,195,blind channel,2124.417,,,3.228551149,0,0,Wiley Slough,Central Fir Is,20264.06640625,,,
21303,,,,,66,blind channel,2006.245,,,4.482320786,0,0,Wiley Slough,Central Fir Is,20144.89453125,,,
21304,,,,,18,blind channel,1738.88,,,6.422350883,0,0,Wiley Slough,Central Fir Is,19879.1640625,,,
21305,,,,,83,blind channel,2308.189,,,6.009932518,0,0,Wiley Slough,SF Delta,20642.083984375,,,
21306,,,,,46,blind channel,1992.367,,,5.632392883,0,0,Wiley Slough,Central Fir Is,20131.30859375,,,
21307,,,,,56,blind channel,1986.781,,,4.80729866,0,0,Wiley Slough,Central Fir Is,20125.72265625,,,
21308,,,,,22,blind channel,2037.231,,,4.107470989,0,0,Wiley Slough,Central Fir Is,20176.79296875,,,
21309,,,,,147,blind channel,1910.275,,,5.297346115,0,0,Wiley Slough,Central Fir Is,20050.337890625,,,
21310,,,,,184,blind channel,2317.781,,,3.981590271,0,0,Wiley Slough,SF Delta,20650.8828125,,,
21311,,,,,162,blind channel,2140.609,,,4.293270111,0,0,Wiley Slough,Central Fir Is,20279.96484375,,,
21312,,,,,19,blind channel,2053.059,,,4.293270111,0,0,Wiley Slough,Central Fir Is,20192.62109375,,,
21313,,,,,37,blind channel,2396.78,,,4.257162571,0,0,Wiley Slough,SF Delta,20709.314453125,,,
21314,,,,,15,blind channel,2068.473,,,4.207061291,0,0,Wiley Slough,Central Fir Is,20208.037109375,,,
21315,,,,,51,blind channel,1988.231,,,4.931293488,0,0,Wiley Slough,Central Fir Is,20127.37890625,,,
21316,,,,,94,blind channel,1911.618,,,5.900595188,0,0,Wiley Slough,Central Fir Is,20051.681640625,,,
21317,,,,,78,blind channel,1919.21,,,4.434290409,0,0,Wiley Slough,Central Fir Is,20059.06640625,,,
21318,,,,,274,blind channel,1687.746,,,4.80729866,0,0,Wiley Slough,Central Fir Is,19827.73828125,,,
21319,,,,,188,blind channel,2330.696,,,3.733595848,0,0,Wiley Slough,SF Delta,20643.0234375,,,
21320,,,,,207,blind channel,2371.238,,,6.043570042,0,0,Wiley Slough,SF Delta,20683.892578125,,,
21321,,,,,163,blind channel,2384.738,,,5.632392883,0,0,Wiley Slough,SF Delta,20696.478515625,,,
21322,,,,,170,blind channel,2156.802,,,5.632392883,0,0,Wiley Slough,Central Fir Is,20295.451171875,,,
21323,,,,,90,blind channel,1925.76,,,4.194923401,0,0,Wiley Slough,Central Fir Is,20066.236328125,,,
21324,,,,,12,blind channel,1752.051,,,3.077797174,0,0,Wiley Slough,Central Fir Is,19893.3359375,,,
21325,,,,,160,blind channel,2402.566,,,4.190443039,0,0,Wiley Slough,SF Delta,20715.134765625,,,
21326,,,,,95,blind channel,2322.482,,,3.977279902,0,0,Wiley Slough,SF Delta,20656.083984375,,,
21327,,,,,64,blind channel,1932.973,,,5.398356438,0,0,Wiley Slough,Central Fir Is,20073.037109375,,,
21328,,,,,48,blind channel,2412.422,,,3.733595848,0,0,Wiley Slough,SF Delta,20724.45703125,,,
21329,,,,,174,blind channel,2173.201,,,4.415644646,0,0,Wiley Slough,Central Fir Is,20312.349609375,,,
21330,,,,,167,blind channel,2417.93,,,4.190443039,0,0,Wiley Slough,SF Delta,20730.79296875,,,
21331,,,,,157,blind channel,2334.059,,,5.204945564,0,0,Wiley Slough,SF Delta,20667.3671875,,,
21332,,,,,70,blind channel,1941.953,,,3.169291258,0,0,Wiley Slough,Central Fir Is,20081.72265625,,,
21333,,,,,285,blind channel,1672.811,,,4.190443039,0,0,Wiley Slough,Central Fir Is,19812.595703125,,,
21334,,,,,71,blind channel,2371.545,,,4.931293488,0,0,Wiley Slough,SF Delta,20683.994140625,,,
21335,,,,,64,blind channel,2002.766,,,4.190443039,0,0,Wiley Slough,Central Fir Is,20142.20703125,,,
21336,,,,,173,blind channel,2359.252,,,3.977279902,0,0,Wiley Slough,SF Delta,20670.578125,,,
21337,,,,,230,blind channel,2346.06,,,3.169291258,0,0,Wiley Slough,SF Delta,20658.09375,,,
21338,,,,,59,blind channel,1948.58,,,4.479718208,0,0,Wiley Slough,Central Fir Is,20088.935546875,,,
21339,,,,,176,blind channel,2189.394,,,4.579992771,0,0,Wiley Slough,Central Fir Is,20327.8359375,,,
21340,,,,,121,blind channel,2357.409,,,6.132836819,0,0,Wiley Slough,SF Delta,20669.650390625,,,
21341,,,,,83,blind channel,1958.145,,,4.190443039,0,0,Wiley Slough,Central Fir Is,20098.62109375,,,
21342,,,,,77,blind channel,1964.53,,,3.733595848,0,0,Wiley Slough,Central Fir Is,20104.591796875,,,
21343,,,,,57,blind channel,2427.857,,,4.383358479,0,0,Wiley Slough,SF Delta,20739.59765625,,,
21344,,,,,57,blind channel,1979.151,,,4.190443039,0,0,Wiley Slough,Central Fir Is,20119.005859375,,,
21345,,,,,96,blind channel,2337.068,,,4.352845192,0,0,Wiley Slough,SF Delta,20670.669921875,,,
21346,,,,,251,blind channel,1657.169,,,4.252685547,0,0,Wiley Slough,Central Fir Is,19797.453125,,,
21347,,,,,182,blind channel,2205.586,,,4.210027695,0,0,Wiley Slough,Central Fir Is,20344.734375,,,
21348,,,,,175,blind channel,2430.815,,,4.210027695,0,0,Wiley Slough,SF Delta,20743.177734375,,,
21349,,,,,94,blind channel,1974.545,,,4.466450691,0,0,Wiley Slough,Central Fir Is,20114.107421875,,,
21350,,,,,174,blind channel,2350.338,,,4.190443039,0,0,Wiley Slough,SF Delta,20683.439453125,,,
21351,,,,,144,blind channel,2364.602,,,4.190443039,0,0,Wiley Slough,SF Delta,20677.134765625,,,
21352,,,,,75,blind channel,2018.666,,,6.576659679,0,0,Wiley Slough,Central Fir Is,20158.107421875,,,
21353,,,,,47,blind channel,1992.636,,,5.213626385,0,0,Wiley Slough,Central Fir Is,20132.4921875,,,
21354,,,,,188,blind channel,2221.779,,,6.932347775,0,0,Wiley Slough,Central Fir Is,20360.634765625,,,
21355,,,,,126,blind channel,1990.737,,,4.415644646,0,0,Wiley Slough,Central Fir Is,20131.005859375,,,
21356,,,,,60,blind channel,2421.036,,,4.210027695,0,0,Wiley Slough,SF Delta,20754.72265625,,,
21357,,,,,176,blind channel,1642.405,,,3.228551149,0,0,Wiley Slough,Central Fir Is,19781.896484375,,,
21358,,,,,57,blind channel,2379.415,,,5.67227459,0,0,Wiley Slough,SF Delta,20691.44921875,,,
21359,,,,,97,blind channel,2352.639,,,3.981590271,0,0,Wiley Slough,SF Delta,20685.740234375,,,
21360,,,,,59,blind channel,2008.071,,,4.257162571,0,0,Wiley Slough,Central Fir Is,20148.220703125,,,
21361,,,,,187,blind channel,2444.578,,,4.350933552,0,0,Wiley Slough,SF Delta,20757.732421875,,,
21362,,,,,95,blind channel,2006.929,,,4.497575283,0,0,Wiley Slough,Central Fir Is,20146.4921875,,,
21363,,,,,171,blind channel,2366.616,,,4.595480442,0,0,Wiley Slough,SF Delta,20699.923828125,,,
21364,,,,,62,blind channel,2034.479,,,4.466450691,0,0,Wiley Slough,Central Fir Is,20174.421875,,,
21365,,,,,49,blind channel,2382.451,,,4.190443039,0,0,Wiley Slough,SF Delta,20694.27734375,,,
21366,,,,,190,blind channel,2236.128,,,4.247592449,0,0,Wiley Slough,Central Fir Is,20375.775390625,,,
21367,,,,,53,distributary channel,1161.857,,,4.563792706,0,0,,SF Delta,19524.404296875,,,
21368,,,,,55,distributary channel,1438.42,,,3.977279902,0,0,,SF Delta,19803.779296875,,,
21369,,,,,109,distributary channel,1279.929,,,4.252685547,0,0,,SF Delta,19643.26953125,,,
21370,,,,,1675,distributary channel,1665.417,,,4.931293488,0,0,,SF Delta,20210.833984375,,,
21371,,,,,39,distributary channel,1173.428,,,4.428811073,0,0,,SF Delta,19535.474609375,,,
21372,,,,,609,distributary channel,1665.39,,,5.67227459,1,0,,SF Delta,20210.306640625,,,
21373,,,,,64,distributary channel,1426.16,,,5.213626385,0,0,,SF Delta,19788.70703125,,,
21374,,,,,100,distributary channel,1302.692,,,5.67227459,0,0,,SF Delta,19665.826171875,,,
21375,,,,,410,distributary channel,1505.424,,,5.423424721,1,0,,SF Delta,19974.517578125,,,
21376,,,,,42,distributary channel,1186.413,,,6.009932518,0,0,,SF Delta,19548.9609375,,,
21377,,,,,1278,distributary channel,1501.53,,,4.323456764,0,0,,SF Delta,19970.830078125,,,
21378,,,,,102,distributary channel,1324.577,,,3.169291258,0,0,,SF Delta,19687.2109375,,,
21379,,,,,43,distributary channel,1409.518,,,4.060589314,0,0,,SF Delta,19772.56640625,,,
21380,,,,,57,distributary channel,1201.741,,,3.802951097,0,0,,SF Delta,19564.203125,,,
21381,,,,,104,distributary channel,1346.769,,,5.900595188,0,0,,SF Delta,19709.109375,,,
21382,,,,,56,distributary channel,1399.119,,,6.009932518,0,0,,SF Delta,19761.666015625,,,
21383,,,,,95,distributary channel,1368.547,,,4.205276012,0,0,,SF Delta,19731.181640625,,,
21384,,,,,68,distributary channel,1384.962,,,4.257874489,0,0,,SF Delta,19747.595703125,,,
21385,,,,,5122,distributary channel,1064.627,,,4.665230274,1,0,,SF Delta,19399.365234375,,,
21386,,,,,97,distributary channel,1225.783,,,4.190443039,0,0,,SF Delta,19562.904296875,,,
21387,,,,,49,distributary channel,1197.625,,,4.931293488,0,0,,SF Delta,19533.861328125,,,
21388,,,,,34,distributary channel,1191.796,,,5.155968189,1,0,,SF Delta,19527.033203125,,,
21389,,,,,2089,distributary channel,1746.086,,,5.448772907,0,0,,SF Delta,20291.501953125,,,
21390,,,,,59,distributary channel,1203.625,,,4.252685547,0,0,,SF Delta,19538.861328125,,,
21391,,,,,2696,distributary channel,1185.846,,,4.563792706,0,0,,SF Delta,19520.791015625,,,
21392,,,,,810,distributary channel,1745.923,,,5.324672222,1,0,,SF Delta,20290.6328125,,,
21393,,,,,1630,distributary channel,1563.205,,,4.14909029,1,0,,SF Delta,20032.298828125,,,
21394,,,,,1575,distributary channel,1227.903,,,3.977279902,0,1,,SF Delta,19563.34765625,,,
21395,,,,,9126,distributary channel,1097.414,,,4.497575283,0,0,,SF Delta,19393.318359375,,,
21396,,,,,1362,distributary channel,1295.986,,,7.020065308,1,0,,SF Delta,19631.4296875,,,
21397,,,,,2484,distributary channel,1813.562,,,4.931293488,1,0,,SF Delta,20358.271484375,,,
21398,,,,,1148,distributary channel,1610.649,,,4.210027695,1,0,,SF Delta,20079.7421875,,,
21399,,,,,1318,distributary channel,1328.685,,,4.931293488,0,0,,SF Delta,19664.12890625,,,
21400,,,,,9279,distributary channel,1195.356,,,4.060589314,0,0,,SF Delta,19526.78515625,,,
21401,,,,,4280,distributary channel,1231.155,,,4.283281803,0,1,,SF Delta,19566.099609375,,,
21402,,,,,3893,distributary channel,1130.328,,,4.521903038,1,0,,SF Delta,19411.1171875,,,
21403,,,,,2517,distributary channel,1867.53,,,4.166640759,1,0,,SF Delta,20412.740234375,,,
21404,,,,,1047,distributary channel,1637.099,,,5.486760616,0,0,,SF Delta,20106.3984375,,,
21405,,,,,2562,distributary channel,1933.016,,,3.733595848,1,0,,SF Delta,20478.224609375,,,
21406,,,,,366,distributary channel,1382.176,,,3.169291258,0,0,,SF Delta,19717.4140625,,,
21407,,,,,2398,distributary channel,1285.075,,,5.249168873,0,0,,SF Delta,19620.3125,,,
21408,,,,,1244,distributary channel,1379.525,,,3.286606312,0,0,,SF Delta,19714.970703125,,,
21409,,,,,2108,distributary channel,1299.061,,,4.14909029,0,0,,SF Delta,19633.798828125,,,
21410,,,,,1994,distributary channel,1419.238,,,6.407817364,1,0,,SF Delta,19754.18359375,,,
21411,,,,,3089,distributary channel,1356.23,,,4.190443039,0,0,,SF Delta,19691.466796875,,,
21412,,,,,423,distributary channel,1705.084,,,4.166640759,1,0,,SF Delta,20173.884765625,,,
21413,,,,,968,distributary channel,1703.821,,,3.733595848,1,0,,SF Delta,20172.9140625,,,
21414,,,,,2437,distributary channel,1336.242,,,4.931293488,1,0,,SF Delta,19668.55078125,,,
21415,,,,,3823,distributary channel,1425.42,,,3.267206669,0,0,,SF Delta,19760.86328125,,,
21416,,,,,980,distributary channel,1751.398,,,4.14909029,0,0,,SF Delta,20220.197265625,,,
21417,,,,,8790,distributary channel,1462.139,,,3.267206669,0,0,,SF Delta,19797.291015625,,,
21418,,,,,453,distributary channel,1791.567,,,3.267206669,0,0,,SF Delta,20260.453125,,,
21419,,,,,1079,distributary channel,1794.567,,,4.466450691,1,0,,SF Delta,20263.453125,,,
21420,,,,,4256,distributary channel,1437.565,,,4.225550652,1,0,,SF Delta,19770.373046875,,,
21421,,,,,1312,distributary channel,1863.55,,,3.62409687,1,0,,SF Delta,20333.435546875,,,
21422,,,,,1177,distributary channel,1934.396,,,4.466450691,0,1,,SF Delta,20402.287109375,,,
21423,,,,,406,distributary channel,1930.775,,,4.466450691,1,1,,SF Delta,20399.0859375,,,
21424,,,,,1639,distributary channel,1718.273,,,4.563792706,1,0,,SF Delta,20053.51171875,,,
21425,,,,,227,distributary channel,1972.716,,,4.058224678,1,0,,SF Delta,20370.759765625,,,
21426,,,,,444,distributary channel,1963.701,,,3.287590027,0,0,,SF Delta,20366.83203125,,,
21427,,,,,219,distributary channel,1963.852,,,4.190443039,1,0,,SF Delta,20365.802734375,,,
21428,,,,,2341,distributary channel,1773.28,,,4.060589314,1,0,,SF Delta,20108.724609375,,,
21429,,,,,9895,distributary channel,1661.892,,,3.175609589,0,0,,SF Delta,19996.8359375,,,
21430,,,,,592,distributary channel,1998.266,,,4.15041256,0,0,,SF Delta,20333.00390625,,,
21431,,,,,1931,distributary channel,1703.691,,,5.528957367,0,0,,SF Delta,20038.63671875,,,
21432,,,,,1949,distributary channel,1731.262,,,3.733595848,0,0,,SF Delta,20066.70703125,,,
21433,,,,,129,distributary channel,1970.624,,,6.066739559,0,0,,SF Delta,20305.861328125,,,
21434,,,,,2366,distributary channel,1894.369,,,3.110888481,1,0,,SF Delta,20230.021484375,,,
21435,,,,,264,distributary channel,1978.417,,,5.324672222,1,0,,SF Delta,20313.861328125,,,
21436,,,,,3620,distributary channel,1773.268,,,4.185031891,0,0,,SF Delta,20108.919921875,,,
21437,,,,,139,distributary channel,1987.76,,,3.446138382,0,0,,SF Delta,20323.205078125,,,
21438,,,,,396,distributary channel,1965.446,,,3.416650534,0,0,,SF Delta,20300.890625,,,
21439,,,,,1831,distributary channel,1675.911,,,3.756056309,0,0,,SF Delta,20008.1328125,,,
21440,,,,,1575,distributary channel,1942.21,,,4.595480442,0,0,,SF Delta,20277.447265625,,,
21441,,,,,206,distributary channel,1971.831,,,4.14909029,1,0,,SF Delta,20307.275390625,,,
21442,,,,,1193,distributary channel,1716.438,,,3.169291258,0,0,,SF Delta,20051.58984375,,,
21443,,,,,4256,distributary channel,1872.08,,,4.14909029,0,0,,SF Delta,20207.31640625,,,
21444,,,,,1020,distributary channel,1971.408,,,4.116981506,1,0,,SF Delta,20306.560546875,,,
21445,,,,,644,distributary channel,1741.272,,,4.518260479,1,0,,SF Delta,20076.216796875,,,
21446,,,,,1756,distributary channel,1784.015,,,4.060589314,1,0,,SF Delta,20119.458984375,,,
21447,,,,,329,distributary channel,1721.387,,,4.839250565,0,0,,SF Delta,20052.90234375,,,
21448,,,,,67,distributary channel,1741.429,,,3.267206669,1,0,,SF Delta,20075.873046875,,,
21449,,,,,495,distributary channel,1752.672,,,4.160157204,0,0,,SF Delta,20088.115234375,,,
21450,,,,,257,distributary channel,1740.429,,,4.225550652,0,0,,SF Delta,20071.9453125,,,
21451,,,,,43,distributary channel,1761.157,,,4.306943417,0,0,,SF Delta,20095.6015625,,,
21452,,,,,1383,distributary channel,1811.592,,,4.660966396,0,0,,SF Delta,20146.744140625,,,
21453,,,,,3165,distributary channel,1927.627,,,4.371442318,0,0,,SF Delta,20263.572265625,,,
21454,,,,,1991,distributary channel,2006.749,,,3.110888481,1,0,,SF Delta,20342.400390625,,,
21455,,,,,83,distributary channel,1774.092,,,4.656629086,0,0,,SF Delta,20108.744140625,,,
21456,,,,,2197,distributary channel,1855.527,,,4.185031891,1,0,,SF Delta,20190.470703125,,,
21457,,,,,194,distributary channel,1766.592,,,4.660966396,0,0,,SF Delta,20098.814453125,,,
21458,,,,,318,distributary channel,1781.198,,,6.796195984,1,0,,SF Delta,20113.71484375,,,
21459,,,,,385,distributary channel,1823.119,,,3.343801022,0,0,,SF Delta,20155.927734375,,,
21460,,,,,3997,distributary channel,1972.796,,,4.465039253,0,0,,SF Delta,20308.240234375,,,
21461,,,,,927,distributary channel,1881.146,,,4.14909029,0,0,,SF Delta,20216.3828125,,,
21462,,,,,340,distributary channel,1848.418,,,4.166640759,0,0,,SF Delta,20180.7265625,,,
21463,,,,,321,distributary channel,1878.717,,,4.185031891,0,0,,SF Delta,20211.525390625,,,
21464,,,,,2422,distributary channel,1937.758,,,4.931203842,0,0,,SF Delta,20272.49609375,,,
21465,,,,,622,distributary channel,1903.616,,,6.075612545,1,0,,SF Delta,20236.423828125,,,
21466,,,,,2993,distributary channel,2087.915,,,3.977990866,1,0,,SF Delta,20423.56640625,,,
21467,,,,,620,distributary channel,1933.572,,,3.175853014,1,0,,SF Delta,20269.80859375,,,
21468,,,,,1072,distributary channel,1937.022,,,4.15041256,0,0,,SF Delta,20271.294921875,,,
21469,,,,,6183,distributary channel,2059.655,,,5.225241184,0,0,,SF Delta,20394.892578125,,,
21470,,,,,3134,distributary channel,2032.86,,,4.80729866,0,0,,SF Delta,20368.390625,,,
21471,,,,,10001,distributary channel,2167.941,,,4.518260479,0,0,,SF Delta,20503.384765625,,,
21472,,,,,3550,distributary channel,2137.148,,,3.756056309,1,0,,SF Delta,20472.970703125,,,
21473,,,,,8374,distributary channel,2336.107,,,4.14909029,0,1,,SF Delta,20672.13671875,,,
21474,,,,,3638,distributary channel,2323.846,,,4.043793678,1,1,,SF Delta,20659.669921875,,,
21475,,,,,671,impoundment,2104.358,,,4.78943634,0,1,,SF Delta,20563.54296875,,,
21476,,,,,4684,impoundment,1983.505,,,6.066739559,0,0,Wiley Slough,SF Delta,20294.83203125,,,
21477,,,,,5848,impoundment,1980.748,,,4.421233177,0,0,Wiley Slough,SF Delta,20291.07421875,,,
21478,,,,,26563,impoundment,2270.213,,,3.744975328,0,0,Wiley Slough,SF Delta,20581.625,,,
21479,,,,,14565,impoundment,2075.832,,,3.681025505,0,0,Wiley Slough,SF Delta,20359.36328125,,,
21480,,,,,7449,impoundment,2133.405,,,3.744975328,0,0,Wiley Slough,SF Delta,20446.146484375,,,
21481,,,,,4273,impoundment,2186.293,,,6.549849033,0,0,Wiley Slough,SF Delta,20499.240234375,,,
21482,,,,,5296,impoundment,2364.081,,,4.420484543,0,0,Wiley Slough,SF Delta,20676.408203125,,,
21483,,,,,7452,impoundment,2521.446,,,4.740311623,0,0,Wiley Slough,SF Delta,20833.2734375,,,
21484,,,,,4327,impoundment,1800.67,,,4.507052422,0,0,Wiley Slough,Central Fir Is,19941.248046875,,,
21485,,,,,1,distributary channel,1646.362,,,4.160157204,0,0,,SF Delta,20114.955078125,,,
21486,,,,,22,blind channel,2132.86,,,6.072583199,0,0,,SF Delta,20681.69140625,,,
21487,,,,,24,blind channel,2249.47,,,4.185031891,0,0,,SF Delta,20796.47265625,,,
21488,,,,,13,blind channel,2254.299,,,5.135181904,0,0,,SF Delta,20802.30078125,,,
21489,,,,,11,blind channel,2276.87,,,4.931203842,0,0,,SF Delta,20824.958984375,,,
21490,,,,,33,blind channel,2215.615,,,4.185031891,0,0,,SF Delta,20763.1171875,,,
21491,,,,,15,blind channel,2270.408,,,3.267206669,0,0,,SF Delta,20823.501953125,,,
21492,,,,,8,blind channel,2029.605,,,5.111708641,0,0,,SF Delta,20579.6796875,,,
21493,,,,,22,blind channel,2270.456,,,4.660966396,0,0,,SF Delta,20818.544921875,,,
21494,,,,,12,blind channel,2236.065,,,4.660966396,0,0,,SF Delta,20783.361328125,,,
21495,,,,,27,blind channel,2231.479,,,4.507052422,0,0,,SF Delta,20778.775390625,,,
21496,,,,,41,blind channel,2227.222,,,3.175853014,0,0,,SF Delta,20778.501953125,,,
21497,,,,,12,blind channel,2257.834,,,4.14909029,0,0,,SF Delta,20805.958984375,,,
21498,,,,,16,blind channel,2147.138,,,5.916884899,0,0,,SF Delta,20696.591796875,,,
21499,,,,,17,blind channel,2240.05,,,4.207782269,0,0,,SF Delta,20787.845703125,,,
21500,,,,,14,blind channel,2282.062,,,4.660966396,0,0,,SF Delta,20829.857421875,,,
21501,,,,,19,blind channel,2273.441,,,3.977990866,0,0,,SF Delta,20822.271484375,,,
21502,,,,,15,blind channel,2286.014,,,3.100241899,0,0,,SF Delta,20838.81640625,,,
21503,,,,,16,blind channel,2161.538,,,3.175853014,0,0,,SF Delta,20710.490234375,,,
21504,,,,,8,blind channel,2250.671,,,4.988935471,0,0,,SF Delta,20798.087890625,,,
21505,,,,,43,blind channel,2213.943,,,4.185031891,0,0,,SF Delta,20764.017578125,,,
21506,,,,,13,blind channel,2297.204,,,4.185031891,0,0,,SF Delta,20845.0,,,
21507,,,,,11,blind channel,2199.958,,,6.066739559,0,0,,SF Delta,20750.53125,,,
21508,,,,,11,blind channel,2301.947,,,6.066739559,0,0,,SF Delta,20850.2421875,,,
21509,,,,,16,blind channel,2282.556,,,6.549849033,0,0,,SF Delta,20830.64453125,,,
21510,,,,,39,blind channel,2254.0,,,5.717340946,0,0,,SF Delta,20802.087890625,,,
21511,,,,,11,blind channel,2302.154,,,4.043793678,0,0,,SF Delta,20851.2421875,,,
