id,cnt,chk,ein,eout,area_m2,habitat,path_med,path_min,path_max,elev_m,edge
14924,,,,,2,distributary channel,517.6503,517.6503,517.6503,3.6695721,0
14925,,,,,1670,distributary channel,1075.926,1075.926,1075.926,3.7175419,0
14926,,,,,375,distributary channel,1781.103,1781.103,1781.103,4.2049098,1
14927,,,,,12,blind channel,4084.274,4084.274,4084.274,4.5627599,0
14928,,,,,185,blind channel,1415.405,1415.405,1415.405,4.9724331,0
14929,,,,,62,blind channel,1247.984,1247.984,1247.984,4.5472631,0
14930,,,,,38,blind channel,933.4108,933.4108,933.4108,4.381772,0
14931,,,,,16,blind channel,1347.079,1347.079,1347.079,4.9230132,0
14932,,,,,83,distributary channel,2323.269,2323.269,2323.269,4.2680702,0
14933,,,,,323,distributary channel,2363.769,2363.769,2363.769,4.0777459,0
14934,,,,,42,blind channel,2439.675,2439.675,2439.675,4.641633,0
14935,,,,,1187,distributary channel,512.1945,512.1945,512.1945,3.6695721,0
14936,,,,,23,blind channel,4049.829,4049.829,4049.829,4.2941298,0
14937,,,,,15,blind channel,1390.342,1390.342,1390.342,5.1565428,0
14938,,,,,62,distributary channel,2303.183,2303.183,2303.183,4.3599901,0
14939,,,,,13,blind channel,2135.501,2135.501,2135.501,4.7845831,0
14940,,,,,71,blind channel,1263.434,1263.434,1263.434,4.5472631,0
14941,,,,,68,distributary channel,2299.698,2299.698,2299.698,4.3599901,1
14942,,,,,37,blind channel,888.89,888.89,888.89,3.878238,0
14943,,,,,10,blind channel,505.0462,505.0462,505.0462,4.25107,0
14944,,,,,1002,distributary channel,553.3879,553.3879,553.3879,4.445158,1
14945,,,,,12,blind channel,860.4758,860.4758,860.4758,4.0457921,0
14946,,,,,196,distributary channel,2299.541,2299.541,2299.541,4.3599901,0
14947,,,,,3,distributary channel,1781.339,1781.339,1781.339,4.2049098,0
14948,,,,,10,blind channel,2139.95,2139.95,2139.95,4.7845831,0
14949,,,,,18,blind channel,2066.775,2066.775,2066.775,4.855556,0
14950,,,,,313,distributary channel,2393.926,2393.926,2393.926,4.5815091,0
14951,,,,,16,blind channel,1376.064,1376.064,1376.064,5.1565428,0
14952,,,,,33,blind channel,902.8042,902.8042,902.8042,3.878238,0
14953,,,,,15,blind channel,2632.191,2632.191,2632.191,6.4345789,0
14954,,,,,16,blind channel,2278.034,2278.034,2278.034,5.353549,0
14955,,,,,15,blind channel,1624.9,1624.9,1624.9,4.5300179,0
14956,,,,,22,blind channel,858.8692,858.8692,858.8692,3.878238,0
14957,,,,,9,blind channel,986.624,986.624,986.624,4.4549441,0
14958,,,,,13,blind channel,1472.467,1472.467,1472.467,5.0461068,0
14959,,,,,71,distributary channel,477.1894,477.1894,477.1894,4.1603012,0
14960,,,,,8,blind channel,1492.867,1492.867,1492.867,5.0461068,0
14961,,,,,9,blind channel,1609.985,1609.985,1609.985,4.524271,0
14962,,,,,6,blind channel,1058.089,1058.089,1058.089,4.3384628,0
14963,,,,,8,blind channel,1639.607,1639.607,1639.607,4.5300179,0
14964,,,,,14,blind channel,1340.594,1340.594,1340.594,4.4021029,0
14965,,,,,253,distributary channel,2353.254,2353.254,2353.254,3.9519069,1
14966,,,,,11,blind channel,1606.278,1606.278,1606.278,4.524271,0
14967,,,,,31,blind channel,917.4255,917.4255,917.4255,4.381772,0
14968,,,,,35,blind channel,508.7534,508.7534,508.7534,3.912498,0
14969,,,,,16,blind channel,1288.65,1288.65,1288.65,5.800014,0
14970,,,,,14,blind channel,985.0027,985.0027,985.0027,4.4549441,0
14971,,,,,11,blind channel,2142.036,2142.036,2142.036,5.004355,0
14972,,,,,9,blind channel,2295.706,2295.706,2295.706,5.6529231,0
14973,,,,,76,blind channel,1584.758,1584.758,1584.758,4.0983248,0
14974,,,,,18,blind channel,957.9672,957.9672,957.9672,4.640481,0
14975,,,,,11,blind channel,1786.582,1786.582,1786.582,4.2049098,0
14976,,,,,82,blind channel,4097.209,4097.209,4097.209,3.825947,0
14977,,,,,36,blind channel,873.3189,873.3189,873.3189,3.878238,0
14978,,,,,16,blind channel,4040.468,4040.468,4040.468,5.5696058,0
14979,,,,,13,blind channel,970.7956,970.7956,970.7956,4.4549441,0
14980,,,,,16,blind channel,4098.709,4098.709,4098.709,5.4632401,0
14981,,,,,20,blind channel,2507.115,2507.115,2507.115,4.641633,0
14982,,,,,9,blind channel,960.2956,960.2956,960.2956,4.4549441,0
14983,,,,,6,blind channel,996.8311,996.8311,996.8311,4.4549441,0
14984,,,,,3,distributary channel,1040.982,1040.982,1040.982,4.3384628,0
14985,,,,,15,blind channel,2218.276,2218.276,2218.276,4.195231,0
14986,,,,,17,blind channel,2263.17,2263.17,2263.17,5.353549,0
14987,,,,,13,blind channel,1591.036,1591.036,1591.036,4.0983248,0
14988,,,,,10,blind channel,1610.607,1610.607,1610.607,4.524271,0
14989,,,,,14,blind channel,1479.674,1479.674,1479.674,5.0461068,0
14990,,,,,16,blind channel,2155.607,2155.607,2155.607,5.0665441,0
14991,,,,,7,blind channel,1863.429,1863.429,1863.429,4.5566649,0
14992,,,,,58,blind channel,1339.058,1339.058,1339.058,4.4021029,0
14993,,,,,55,blind channel,1589.086,1589.086,1589.086,4.0983248,0
14994,,,,,16,blind channel,1304.014,1304.014,1304.014,5.7341719,0
14995,,,,,15,blind channel,4113.573,4113.573,4113.573,5.6852989,0
14996,,,,,366,distributary channel,1049.017,1049.017,1049.017,4.4015808,1
14997,,,,,11,blind channel,1044.017,1044.017,1044.017,4.4015808,0
14998,,,,,10,blind channel,2149.56,2149.56,2149.56,4.8411779,0
14999,,,,,56,blind channel,1276.748,1276.748,1276.748,5.1958308,0
15000,,,,,16,blind channel,2231.312,2231.312,2231.312,4.0734782,0
15001,,,,,41,blind channel,1436.875,1436.875,1436.875,4.9724331,0
15002,,,,,164,blind channel,1431.062,1431.062,1431.062,4.9724331,0
15003,,,,,10,blind channel,2148.767,2148.767,2148.767,4.8411779,0
15004,,,,,16,blind channel,1463.724,1463.724,1463.724,5.0273972,0
15005,,,,,53,blind channel,851.1118,851.1118,851.1118,3.86481,0
15006,,,,,129,distributary channel,2365.568,2365.568,2365.568,3.904974,1
15007,,,,,7,blind channel,2646.626,2646.626,2646.626,6.1541948,0
15008,,,,,59,blind channel,1599.728,1599.728,1599.728,4.0983248,0
15009,,,,,63,blind channel,853.1976,853.1976,853.1976,3.86481,0
15010,,,,,13,blind channel,1465.31,1465.31,1465.31,5.0461068,0
15011,,,,,30,blind channel,2424.346,2424.346,2424.346,4.8995719,0
15012,,,,,48,distributary channel,2357.982,2357.982,2357.982,3.904974,1
15013,,,,,7,blind channel,575.3843,575.3843,575.3843,4.307507,0
15014,,,,,34,blind channel,4065.693,4065.693,4065.693,4.7587218,0
15015,,,,,15,blind channel,4129.316,4129.316,4129.316,7.4439602,0
15016,,,,,78,blind channel,835.7834,835.7834,835.7834,4.676569,0
15017,,,,,11,blind channel,2145.731,2145.731,2145.731,4.8411779,0
15018,,,,,51,distributary channel,463.2544,463.2544,463.2544,4.5699272,0
15019,,,,,8680,distributary channel,3248.388,3248.388,3248.388,3.859417,0
15020,,,,,16,blind channel,1355.114,1355.114,1355.114,4.4021029,0
15021,,,,,15,blind channel,2080.846,2080.846,2080.846,4.329361,0
15022,,,,,16,blind channel,1849.651,1849.651,1849.651,5.2607012,0
15023,,,,,30,blind channel,523.1026,523.1026,523.1026,3.7456989,0
15024,,,,,15,blind channel,1801.724,1801.724,1801.724,4.2049098,0
15025,,,,,8,blind channel,4069.125,4069.125,4069.125,4.7587218,0
15026,,,,,15,blind channel,2154.107,2154.107,2154.107,5.0665441,0
15027,,,,,16,blind channel,974.7454,974.7454,974.7454,4.437129,0
15028,,,,,90,blind channel,4111.766,4111.766,4111.766,3.8896501,0
15029,,,,,15,blind channel,2248.806,2248.806,2248.806,5.353549,0
15030,,,,,7,blind channel,4145.559,4145.559,4145.559,4.7994838,0
15031,,,,,41,blind channel,1596.379,1596.379,1596.379,4.0983248,0
15032,,,,,21,blind channel,1448.861,1448.861,1448.861,5.0273972,0
15033,,,,,56,blind channel,1347.644,1347.644,1347.644,4.4021029,0
15034,,,,,11,distributary channel,2420.346,2420.346,2420.346,4.8995719,0
15035,,,,,41,distributary channel,2363.346,2363.346,2363.346,3.904974,0
15036,,,,,24,blind channel,4054.211,4054.211,4054.211,5.5696058,0
15037,,,,,15,blind channel,1625.249,1625.249,1625.249,4.524271,0
15038,,,,,1391,distributary channel,683.7762,683.7762,683.7762,4.6099439,1
15039,,,,,30,distributary channel,456.1833,456.1833,456.1833,3.5782411,0
15040,,,,,7,blind channel,895.4464,895.4464,895.4464,4.4123998,0
15041,,,,,817,distributary channel,645.9834,645.9834,645.9834,3.9159019,1
15042,,,,,9,blind channel,546.328,546.328,546.328,4.414938,0
15043,,,,,22,blind channel,2522.929,2522.929,2522.929,5.3192849,0
15044,,,,,2,distributary channel,545.4996,545.4996,545.4996,4.414938,0
15045,,,,,12,blind channel,1471.346,1471.346,1471.346,5.0461068,0
15046,,,,,7,blind channel,2162.788,2162.788,2162.788,4.8411779,0
15047,,,,,63,blind channel,867.1473,867.1473,867.1473,3.86481,0
15048,,,,,180,distributary channel,2374.882,2374.882,2374.882,3.904974,1
15049,,,,,15,blind channel,561.4849,561.4849,561.4849,4.307507,0
15050,,,,,13,blind channel,889.1179,889.1179,889.1179,3.86481,0
15051,,,,,14,blind channel,1318.706,1318.706,1318.706,5.7341719,0
15052,,,,,225,distributary channel,3768.175,3768.175,3768.175,4.924511,0
15053,,,,,15,blind channel,2169.885,2169.885,2169.885,5.0665441,0
15054,,,,,16,blind channel,2234.649,2234.649,2234.649,4.168191,0
15055,,,,,71,blind channel,821.4341,821.4341,821.4341,4.676569,0
15056,,,,,7,blind channel,1816.831,1816.831,1816.831,4.5300179,0
15057,,,,,14,blind channel,2240.685,2240.685,2240.685,4.0734782,0
15058,,,,,14,blind channel,988.4377,988.4377,988.4377,4.3147521,0
15059,,,,,7,blind channel,1338.618,1338.618,1338.618,5.4099588,0
15060,,,,,967,distributary channel,541.1295,541.1295,541.1295,4.1624289,0
15061,,,,,173,distributary channel,1057.432,1057.432,1057.432,4.397326,0
15062,,,,,13,blind channel,1835.251,1835.251,1835.251,4.1671581,0
15063,,,,,172,blind channel,1444.476,1444.476,1444.476,4.2286091,0
15064,,,,,8,blind channel,990.2931,990.2931,990.2931,4.7674928,0
15065,,,,,8,blind channel,2168.628,2168.628,2168.628,5.0665441,0
15066,,,,,19,blind channel,1325.34,1325.34,1325.34,5.293004,0
15067,,,,,31,distributary channel,449.0265,449.0265,449.0265,3.35917,0
15068,,,,,30,blind channel,1291.662,1291.662,1291.662,5.293004,0
15069,,,,,30,blind channel,1291.662,1291.662,1291.662,5.293004,0
15070,,,,,62,blind channel,1614.163,1614.163,1614.163,4.0983248,0
15071,,,,,15,blind channel,2220.992,2220.992,2220.992,3.8946421,0
15072,,,,,440,distributary channel,2411.66,2411.66,2411.66,4.4036798,0
15073,,,,,15,blind channel,1638.734,1638.734,1638.734,4.5300179,0
15074,,,,,334,distributary channel,2320.434,2320.434,2320.434,4.2521501,0
15075,,,,,12,blind channel,1291.834,1291.834,1291.834,5.4099588,0
15077,,,,,,distributary channel,537.295,537.295,537.295,3.7864871,1
15078,,,,,23,blind channel,4081.179,4081.179,4081.179,4.626224,0
15079,,,,,51,blind channel,539.0376,539.0376,539.0376,3.740876,0
15080,,,,,233,distributary channel,2389.574,2389.574,2389.574,3.904974,0
15081,,,,,15,blind channel,2226.614,2226.614,2226.614,3.8946421,0
15082,,,,,6,blind channel,1301.526,1301.526,1301.526,5.293004,0
15083,,,,,78,blind channel,4127.201,4127.201,4127.201,3.8896501,0
15084,,,,,15,blind channel,2132.196,2132.196,2132.196,4.329361,0
15085,,,,,40,blind channel,874.8398,874.8398,874.8398,3.86481,0
15086,,,,,8,blind channel,1304.905,1304.905,1304.905,5.5564318,0
15087,,,,,15,blind channel,2096.089,2096.089,2096.089,4.329361,0
15088,,,,,15,blind channel,1369.736,1369.736,1369.736,4.4021029,0
15089,,,,,8,blind channel,903.0677,903.0677,903.0677,3.86481,0
15090,,,,,15,blind channel,2117.989,2117.989,2117.989,4.329361,0
15091,,,,,19,distributary channel,443.1625,443.1625,443.1625,3.35917,0
15092,,,,,60,blind channel,1611.243,1611.243,1611.243,3.5811679,0
15093,,,,,4,distributary channel,450.6123,450.6123,450.6123,3.35917,0
15094,,,,,55,blind channel,881.7895,881.7895,881.7895,3.5767779,0
15095,,,,,12,blind channel,2103.539,2103.539,2103.539,4.329361,0
15096,,,,,8,blind channel,1013.293,1013.293,1013.293,4.7660818,0
15097,,,,,55,distributary channel,2381.731,2381.731,2381.731,3.904974,0
15098,,,,,125,distributary channel,2403.145,2403.145,2403.145,3.904974,0
15099,,,,,64,blind channel,1363.508,1363.508,1363.508,4.4021029,0
15100,,,,,10,blind channel,2212.128,2212.128,2212.128,3.8946421,0
15101,,,,,16,blind channel,1333.227,1333.227,1333.227,5.4903541,0
15102,,,,,7,blind channel,2183.785,2183.785,2183.785,5.9193368,0
15103,,,,,6,blind channel,1656.855,1656.855,1656.855,4.8422189,0
15104,,,,,11,blind channel,2101.832,2101.832,2101.832,4.329361,0
15105,,,,,25,blind channel,2538.622,2538.622,2538.622,5.3545818,0
15106,,,,,18,distributary channel,439.0057,439.0057,439.0057,3.35917,0
15107,,,,,16,blind channel,1643.663,1643.663,1643.663,3.5811679,0
15108,,,,,6,distributary channel,1825.887,1825.887,1825.887,4.1671581,0
15109,,,,,7,blind channel,1653.548,1653.548,1653.548,4.5300179,0
15110,,,,,7,blind channel,1014.787,1014.787,1014.787,4.3147521,0
15111,,,,,9,blind channel,976.3936,976.3936,976.3936,4.5160031,0
15112,,,,,10,blind channel,2207.093,2207.093,2207.093,3.8946421,0
15113,,,,,16,blind channel,1486.881,1486.881,1486.881,4.4261408,0
15114,,,,,77,blind channel,805.6205,805.6205,805.6205,4.7628942,0
15115,,,,,16,blind channel,1002.13,1002.13,1002.13,4.3147521,0
15116,,,,,10,blind channel,2205.885,2205.885,2205.885,3.8946421,0
15117,,,,,9,distributary channel,433.6772,433.6772,433.6772,3.35917,0
15118,,,,,10,blind channel,1629.128,1629.128,1629.128,3.5811679,0
15119,,,,,12,blind channel,1001.222,1001.222,1001.222,4.7674928,0
15120,,,,,82,distributary channel,2399.009,2399.009,2399.009,3.904974,0
15121,,,,,705,distributary channel,1139.787,1139.787,1139.787,3.736938,0
15122,,,,,24,blind channel,553.3868,553.3868,553.3868,3.740876,0
15123,,,,,12,blind channel,1312.511,1312.511,1312.511,5.4099588,0
15124,,,,,15,blind channel,2191.936,2191.936,2191.936,3.8946421,0
15125,,,,,56,blind channel,1307.476,1307.476,1307.476,5.4099588,0
15126,,,,,15,blind channel,1384.635,1384.635,1384.635,5.220942,0
15127,,,,,16,distributary channel,428.1417,428.1417,428.1417,3.35917,0
15128,,,,,16,blind channel,973.1509,973.1509,973.1509,4.7674928,0
15129,,,,,9,blind channel,1003.515,1003.515,1003.515,4.8099771,0
15130,,,,,79,blind channel,889.8961,889.8961,889.8961,3.5767779,0
15131,,,,,237,blind channel,1458.354,1458.354,1458.354,4.2286091,0
15132,,,,,56,blind channel,1626.006,1626.006,1626.006,3.5811679,0
15133,,,,,18,blind channel,1347.177,1347.177,1347.177,5.4903541,0
15134,,,,,85,blind channel,4142.928,4142.928,4142.928,3.8896501,0
15135,,,,,103,distributary channel,2411.216,2411.216,2411.216,3.9236231,0
15136,,,,,2051,distributary channel,644.7676,644.7676,644.7676,3.9159019,0
15137,,,,,7,blind channel,1501.66,1501.66,1501.66,4.4261408,0
15138,,,,,20,distributary channel,423.1417,423.1417,423.1417,3.35917,1
15139,,,,,14,blind channel,985.9794,985.9794,985.9794,4.7674928,0
15140,,,,,63,blind channel,1628.956,1628.956,1628.956,4.4261408,0
15141,,,,,608,distributary channel,1826.052,1826.052,1826.052,4.1671581,1
15142,,,,,2,distributary channel,2395.044,2395.044,2395.044,3.904974,0
15143,,,,,29,blind channel,4096.507,4096.507,4096.507,4.461102,0
15144,,,,,8,blind channel,2387.567,2387.567,2387.567,3.9519069,0
15145,,,,,15,blind channel,2116.438,2116.438,2116.438,4.855556,0
15146,,,,,316,distributary channel,2426.701,2426.701,2426.701,4.1697049,1
15147,,,,,5,blind channel,2700.516,2700.516,2700.516,4.9172602,0
15148,,,,,6,blind channel,2699.309,2699.309,2699.309,4.9172602,0
15149,,,,,82,distributary channel,2404.615,2404.615,2404.615,3.904974,1
15150,,,,,8,blind channel,2399.337,2399.337,2399.337,3.904974,0
15151,,,,,30,distributary channel,427.7128,427.7128,427.7128,3.35917,1
15152,,,,,16,blind channel,2177.708,2177.708,2177.708,4.168191,0
15153,,,,,16,blind channel,2585.406,2585.406,2585.406,5.3545818,0
15154,,,,,8,blind channel,1704.282,1704.282,1704.282,4.487092,0
15155,,,,,15,blind channel,2554.521,2554.521,2554.521,5.3545818,0
15156,,,,,19,blind channel,2321.847,2321.847,2321.847,4.2521501,0
15157,,,,,8,blind channel,1400.156,1400.156,1400.156,5.220942,0
15158,,,,,381,distributary channel,2956.039,2956.039,2956.039,2.9928911,1
15159,,,,,63,blind channel,1379.043,1379.043,1379.043,4.5506458,0
15160,,,,,14,blind channel,959.9083,959.9083,959.9083,4.7316899,0
15161,,,,,7,blind channel,1361.334,1361.334,1361.334,5.4903541,0
15162,,,,,11,blind channel,2556.85,2556.85,2556.85,5.3545818,0
15163,,,,,3497,distributary channel,1125.343,1125.343,1125.343,3.736938,0
15164,,,,,192,distributary channel,2449.565,2449.565,2449.565,4.1697049,1
15165,,,,,8,blind channel,1018.45,1018.45,1018.45,4.695416,0
15166,,,,,21,blind channel,1509.589,1509.589,1509.589,4.451376,0
15167,,,,,100,blind channel,789.6352,789.6352,789.6352,5.0796852,0
15168,,,,,15,blind channel,1524.574,1524.574,1524.574,5.5364161,0
15169,,,,,164,distributary channel,2417.687,2417.687,2417.687,4.357873,0
15170,,,,,45,blind channel,1319.683,1319.683,1319.683,4.83777,0
15171,,,,,53,blind channel,1640.027,1640.027,1640.027,3.5811679,0
15172,,,,,3771,distributary channel,3249.3,3249.3,3249.3,4.0356588,1
15173,,,,,8,blind channel,1092.232,1092.232,1092.232,4.3147521,0
15174,,,,,18,blind channel,2690.531,2690.531,2690.531,4.9172602,0
15175,,,,,45,blind channel,906.0027,906.0027,906.0027,3.5767779,0
15176,,,,,16,blind channel,1690.418,1690.418,1690.418,4.380167,0
15177,,,,,889,distributary channel,2943.705,2943.705,2943.705,2.975256,0
15178,,,,,27,blind channel,906.7956,906.7956,906.7956,3.5767779,0
15179,,,,,8,blind channel,2130.252,2130.252,2130.252,5.3985281,0
15180,,,,,15,blind channel,2571.835,2571.835,2571.835,5.3545818,0
15181,,,,,13,blind channel,2562.057,2562.057,2562.057,5.3545818,0
15182,,,,,82,blind channel,4158.621,4158.621,4158.621,3.8896501,0
15183,,,,,15,blind channel,2599.805,2599.805,2599.805,6.0987101,0
15184,,,,,40,blind channel,908.8311,908.8311,908.8311,3.5767779,0
15185,,,,,273,blind channel,1471.198,1471.198,1471.198,4.2286091,0
15186,,,,,6,blind channel,2173.415,2173.415,2173.415,4.7712278,0
15187,,,,,16,blind channel,2336.418,2336.418,2336.418,4.2521501,0
15188,,,,,73,blind channel,1644.527,1644.527,1644.527,4.4261408,0
15189,,,,,257,distributary channel,2438.258,2438.258,2438.258,4.1697049,1
15190,,,,,8,blind channel,1560.908,1560.908,1560.908,5.5364161,0
15191,,,,,11,blind channel,2372.082,2372.082,2372.082,3.9686191,0
15192,,,,,7,blind channel,958.4438,958.4438,958.4438,3.5767779,0
15193,,,,,36,blind channel,4112.078,4112.078,4112.078,4.461102,0
15194,,,,,7,blind channel,1398.266,1398.266,1398.266,4.989964,0
15195,,,,,14,blind channel,1648.199,1648.199,1648.199,4.4261408,0
15196,,,,,8,blind channel,2274.865,2274.865,2274.865,6.313765,0
15197,,,,,17,blind channel,2413.03,2413.03,2413.03,3.9628921,0
15198,,,,,11,blind channel,1545.751,1545.751,1545.751,5.5364161,0
15199,,,,,8,distributary channel,2309.205,2309.205,2309.205,4.2521501,0
15200,,,,,266,distributary channel,2301.442,2301.442,2301.442,4.2521501,0
15201,,,,,519,distributary channel,2932.82,2932.82,2932.82,4.0979519,1
15202,,,,,9,blind channel,2163.137,2163.137,2163.137,4.7712278,0
15203,,,,,20,blind channel,1494.946,1494.946,1494.946,4.451376,0
15204,,,,,4,distributary channel,1113.329,1113.329,1113.329,4.030385,0
15205,,,,,15,blind channel,1539.423,1539.423,1539.423,5.5364161,0
15206,,,,,6,blind channel,1066.518,1066.518,1066.518,4.5277238,0
15207,,,,,36,blind channel,1391.422,1391.422,1391.422,4.5506458,0
15208,,,,,6,blind channel,660.8254,660.8254,660.8254,4.3620548,0
15209,,,,,958,distributary channel,649.4098,649.4098,649.4098,3.9159019,1
15210,,,,,9,blind channel,1077.832,1077.832,1077.832,4.5277238,0
15211,,,,,14,blind channel,2426.894,2426.894,2426.894,3.9686191,0
15212,,,,,8,blind channel,1404.493,1404.493,1404.493,4.5506458,0
15213,,,,,14,blind channel,2366.218,2366.218,2366.218,3.9686191,0
15214,,,,,2166,distributary channel,4239.626,4239.626,4239.626,5.315814,1
15215,,,,,48,blind channel,1654.876,1654.876,1654.876,4.487092,0
15216,,,,,15,blind channel,1663.684,1663.684,1663.684,4.4261408,0
15217,,,,,43,blind channel,1393.129,1393.129,1393.129,4.5506458,0
15218,,,,,55,blind channel,601.4052,601.4052,601.4052,3.972044,0
15219,,,,,17,blind channel,1075.297,1075.297,1075.297,4.5277238,0
15220,,,,,12,blind channel,944.6656,944.6656,944.6656,4.7316899,0
15221,,,,,7,blind channel,1130.343,1130.343,1130.343,4.9395542,0
15222,,,,,8,blind channel,1896.5,1896.5,1896.5,3.956084,0
15223,,,,,11,blind channel,1118.657,1118.657,1118.657,4.030385,0
15224,,,,,25,distributary channel,595.5767,595.5767,595.5767,3.972044,0
15225,,,,,56,blind channel,1657.083,1657.083,1657.083,4.7888889,0
15226,,,,,64,blind channel,616.5265,616.5265,616.5265,4.090312,0
15227,,,,,11,blind channel,2372.839,2372.839,2372.839,3.9686191,0
15228,,,,,8,blind channel,1152.874,1152.874,1152.874,4.4616919,0
15229,,,,,157,distributary channel,2425.622,2425.622,2425.622,4.357873,1
15230,,,,,90,blind channel,773.8925,773.8925,773.8925,4.4386678,0
15231,,,,,29,blind channel,919.3666,919.3666,919.3666,3.5767779,0
15232,,,,,53,blind channel,923.3519,923.3519,923.3519,3.5767779,0
15233,,,,,61,blind channel,1335.461,1335.461,1335.461,4.6286678,0
15234,,,,,1922,distributary channel,587.1356,587.1356,587.1356,4.406003,0
15235,,,,,14,blind channel,1064.19,1064.19,1064.19,4.695416,0
15236,,,,,17,blind channel,648.9615,648.9615,648.9615,4.4280472,0
15237,,,,,15,blind channel,2675.46,2675.46,2675.46,3.765105,0
15238,,,,,15,blind channel,2148.48,2148.48,2148.48,4.7712278,0
15239,,,,,185,distributary channel,3724.518,3724.518,3724.518,4.8987579,0
15240,,,,,11,blind channel,1675.018,1675.018,1675.018,4.7961178,0
15241,,,,,104,blind channel,1486.426,1486.426,1486.426,4.2948718,0
15242,,,,,15,blind channel,2615.119,2615.119,2615.119,5.3682818,0
15243,,,,,15,blind channel,1881.636,1881.636,1881.636,3.956084,0
15244,,,,,15,blind channel,1138.252,1138.252,1138.252,4.626904,0
15245,,,,,8,blind channel,2352.061,2352.061,2352.061,3.9686191,0
15246,,,,,13,blind channel,1545.666,1545.666,1545.666,5.5364161,0
15247,,,,,7,blind channel,1087.782,1087.782,1087.782,4.5277238,0
15248,,,,,19,blind channel,2351.439,2351.439,2351.439,4.109962,0
15249,,,,,98,blind channel,4174.935,4174.935,4174.935,3.9581251,0
15250,,,,,584,distributary channel,579.8158,579.8158,579.8158,4.4194732,1
15251,,,,,9,blind channel,1115.187,1115.187,1115.187,4.2149868,0
15252,,,,,11,blind channel,945.6656,945.6656,945.6656,4.4874811,0
15253,,,,,16,blind channel,2577.835,2577.835,2577.835,5.3545818,0
15254,,,,,1,distributary channel,1112.894,1112.894,1112.894,4.2149868,0
15255,,,,,21,blind channel,1056.24,1056.24,1056.24,4.5277238,0
15256,,,,,159,blind channel,1486.683,1486.683,1486.683,4.2286091,0
15257,,,,,284,distributary channel,1862.822,1862.822,1862.822,3.956084,1
15258,,,,,7,blind channel,1078.761,1078.761,1078.761,4.695416,0
15259,,,,,315,distributary channel,1112.944,1112.944,1112.944,4.2149868,0
15260,,,,,10,blind channel,1383.781,1383.781,1383.781,4.989964,0
15261,,,,,8,blind channel,1133.849,1133.849,1133.849,4.9279528,0
15262,,,,,15,blind channel,1124.853,1124.853,1124.853,4.626904,0
15263,,,,,15,blind channel,2260.294,2260.294,2260.294,5.9520011,0
15264,,,,,39,blind channel,4127.856,4127.856,4127.856,4.461102,0
15265,,,,,19,blind channel,1676.755,1676.755,1676.755,4.4694281,0
15266,,,,,12,blind channel,634.2189,634.2189,634.2189,4.090312,0
15267,,,,,16,blind channel,1691.376,1691.376,1691.376,4.5442019,0
15268,,,,,11,blind channel,655.7397,655.7397,655.7397,4.4280472,0
15269,,,,,60,blind channel,939.0443,939.0443,939.0443,4.1870322,0
15270,,,,,42,blind channel,1670.104,1670.104,1670.104,4.487092,0
15271,,,,,12,blind channel,4134.513,4134.513,4134.513,4.461102,0
15272,,,,,8,blind channel,2440.915,2440.915,2440.915,3.9686191,0
15273,,,,,43,blind channel,632.426,632.426,632.426,4.090312,0
15274,,,,,35,blind channel,1382.245,1382.245,1382.245,4.989964,0
15275,,,,,255,distributary channel,2449.885,2449.885,2449.885,4.1697049,1
15276,,,,,6,blind channel,940.5088,940.5088,940.5088,4.4874811,0
15277,,,,,380,distributary channel,2288.199,2288.199,2288.199,4.4074402,1
15278,,,,,15,blind channel,4149.427,4149.427,4149.427,4.5868039,0
15279,,,,,8,blind channel,940.8017,940.8017,940.8017,4.4874811,0
15280,,,,,16,blind channel,2133.288,2133.288,2133.288,5.7829952,0
15281,,,,,65,blind channel,1406.236,1406.236,1406.236,4.5506458,0
15282,,,,,7,blind channel,2386.582,2386.582,2386.582,3.9686191,0
15283,,,,,11,blind channel,1061.311,1061.311,1061.311,4.5277238,0
15284,,,,,8,blind channel,1861.73,1861.73,1861.73,3.956084,0
15285,,,,,60,blind channel,1672.311,1672.311,1672.311,4.7888889,0
15286,,,,,0,distributary channel,1862.437,1862.437,1862.437,3.956084,0
15287,,,,,8,blind channel,670.4823,670.4823,670.4823,4.3237829,0
15288,,,,,69,blind channel,1348.239,1348.239,1348.239,4.83777,0
15289,,,,,17,blind channel,934.8017,934.8017,934.8017,4.1870322,0
15290,,,,,7,distributary channel,1869.858,1869.858,1869.858,3.956084,0
15291,,,,,21,blind channel,4133.063,4133.063,4133.063,4.461102,0
15292,,,,,13,blind channel,1111.575,1111.575,1111.575,4.626904,0
15293,,,,,7,blind channel,953.923,953.923,953.923,4.521338,0
15294,,,,,7,blind channel,1873.973,1873.973,1873.973,4.399128,0
15295,,,,,4641,distributary channel,4244.221,4244.221,4244.221,4.9354768,0
15296,,,,,211,distributary channel,2473.042,2473.042,2473.042,4.941143,1
15297,,,,,18,blind channel,936.5088,936.5088,936.5088,4.1870322,0
15298,,,,,252,distributary channel,2442.799,2442.799,2442.799,4.773562,1
15299,,,,,18,blind channel,2662.889,2662.889,2662.889,3.765105,0
15300,,,,,16,blind channel,2364.839,2364.839,2364.839,4.2926631,0
15301,,,,,60,blind channel,950.9438,950.9438,950.9438,4.7316899,0
15302,,,,,15,blind channel,2630.347,2630.347,2630.347,4.8467412,0
